EXPEDIENTE;TIPO;ACTIVIDAD;REGIÓN;PROVINCIA;TAMAÑO;SECTOR;EMPLEADOS;ACTIVO;PATRIMONIO;VENTAS;UTILIDAD
11069;ANÓNIMA;G4663.13;SIERRA;PICHINCHA;GRANDE;SOCIETARIO;560;19013932,6;5441045,72;27523262,48;2935433,52
103998;ANÓNIMA;G4663.13;COSTA;GUAYAS;GRANDE;SOCIETARIO;145;16498974,5;11084842;54939460,87;1180874,92
23140;RESPONSABILIDAD LIMITADA;G4663.21;COSTA;EL ORO;GRANDE;SOCIETARIO;65;13759911,4;1854107,85;16703972,8;229199,17
165341;ANÓNIMA;G4663.13;COSTA;GUAYAS;GRANDE;SOCIETARIO;108;13015774,6;4353938,42;20409276,64;81756,86
49377;ANÓNIMA;G4649.23;SIERRA;PICHINCHA;GRANDE;SOCIETARIO;65;12664279,7;4547432,49;19232070,6;-900404,03
93937;RESPONSABILIDAD LIMITADA;G4510.01;SIERRA;SANTO DOMINGO;GRANDE;MERCADO DE VALORES;84;11244873,77;4368085,83;29561927,79;596396,75
64400;ANÓNIMA;G4530.00;SIERRA;PICHINCHA;GRANDE;SOCIETARIO;127;9995738;5025093,32;20630696,65;333167,81
134199;ANÓNIMA;G4630.91;COSTA;GUAYAS;GRANDE;SOCIETARIO;45;5253879,73;1517421,13;8854068,33;225228,4
13963;RESPONSABILIDAD LIMITADA;G4659.93;SIERRA;PICHINCHA;MEDIANA;SOCIETARIO;72;4062203,66;1652293,17;4671653,37;17206,79
95267;RESPONSABILIDAD LIMITADA;G4690.00;SIERRA;AZUAY;GRANDE;SOCIETARIO;20;3275649,18;316576,06;10046018,11;-58109,16
38591;ANÓNIMA;G4530.00;COSTA;GUAYAS;MEDIANA;SOCIETARIO;25;3264893,33;1027944,57;2538195,36;6781,2
114476;ANÓNIMA;G4641.12;COSTA;GUAYAS;MEDIANA;SOCIETARIO;35;3013187,79;714464,69;4086502,65;107856,94
85463;ANÓNIMA;G4771.11;SIERRA;PICHINCHA;MEDIANA;SOCIETARIO;12;2693648,97;621597,98;3961554,75;22993,29
20664;RESPONSABILIDAD LIMITADA;G4630.99;COSTA;GUAYAS;MEDIANA;SOCIETARIO;24;2014349,57;1621653,65;3440059,46;0
88220;RESPONSABILIDAD LIMITADA;G4659.95;SIERRA;PICHINCHA;MEDIANA;SOCIETARIO;26;1928838,75;442179,72;3518827,86;91519,65
59848;ANÓNIMA;G4690.00;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;8;1617287,42;1535759,49;294190,04;13974,28
107274;ANÓNIMA;G4669.21;COSTA;GUAYAS;MEDIANA;SOCIETARIO;40;1616155,08;1184721,13;2580843,6;433962,65
159836;RESPONSABILIDAD LIMITADA;G4669.11;SIERRA;PICHINCHA;MEDIANA;SOCIETARIO;11;1328945;570241,59;1881095,12;42162,13
139976;SUCURSAL  EXTRANJERA;G4661.01;SIERRA;PICHINCHA;GRANDE;SOCIETARIO;4;1320337,34;253863,3;5733202,12;242848,2
172393;RESPONSABILIDAD LIMITADA;G4719.00;SIERRA;AZUAY;PEQUEÑA;SOCIETARIO;14;1153072,75;916659,41;913932,73;2271,58
183316;ANÓNIMA;G4651.02;COSTA;GUAYAS;MEDIANA;SOCIETARIO;4;1133010,64;800;1772946,44;0
175356;ANÓNIMA;G4653.01;COSTA;GUAYAS;GRANDE;SOCIETARIO;5;1023332,03;260392,9;5315465,53;128361,51
141443;RESPONSABILIDAD LIMITADA;G4659.93;SIERRA;PICHINCHA;MEDIANA;SOCIETARIO;25;1007399,12;288438,61;1368719,25;10067,78
161597;RESPONSABILIDAD LIMITADA;G4530.00;SIERRA;PICHINCHA;PEQUEÑA;SOCIETARIO;25;918305,55;365885,76;776995,44;9034,4
6287;ANÓNIMA;G4772.01;SIERRA;LOJA;MEDIANA;SOCIETARIO;11;898147,63;450930,3;1559912,32;53250,41
90044;ANÓNIMA;G4752.01;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;4;816431,91;208417,25;547640,78;40911,05
129092;ANÓNIMA;G4630.31;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;16;811372;809272;17415,25;2075,47
137699;RESPONSABILIDAD LIMITADA;G4741.13;SIERRA;AZUAY;MEDIANA;SOCIETARIO;14;650312,39;373753,22;2936577,21;109291,69
133927;ANÓNIMA;G4649.92;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;3;649638,6;9773,3;495401,98;2816,07
6783;RESPONSABILIDAD LIMITADA;G4799.01;SIERRA;AZUAY;MEDIANA;SOCIETARIO;30;634176,38;385826,82;1429918,14;-457865,04
99740;ANÓNIMA;G4652.02;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;6;597320,89;591398,25;62487,84;0
172296;ANÓNIMA;G4649.23;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;3;549672,93;77790,41;282056,36;36918,9
181550;ANÓNIMA;G4651.02;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;9;499605,99;-243774,23;585000;-10279,18
300288;ANÓNIMA;G4653.01;SIERRA;PICHINCHA;MEDIANA;SOCIETARIO;6;498930;107385,52;1553059,66;69585,34
45228;ANÓNIMA;G4651.01;SIERRA;PICHINCHA;MICROEMPRESA;SOCIETARIO;2;498337,19;83411,07;48081,86;-12871,72
175274;ANÓNIMA;G4663.13;COSTA;GUAYAS;MEDIANA;SOCIETARIO;3;496962,63;63335,49;1925326,75;13529,92
34087;ANÓNIMA;G4741.11;COSTA;MANABI;PEQUEÑA;SOCIETARIO;4;494785,69;89719,82;612426,34;3027,48
169345;ANÓNIMA;G4641.21;SIERRA;PICHINCHA;PEQUEÑA;SOCIETARIO;12;492637,87;123976,44;709808,83;51343,72
172890;ANÓNIMA;G4649.24;SIERRA;PICHINCHA;PEQUEÑA;SOCIETARIO;8;492532,54;42675,89;117947,54;665,16
383;ANÓNIMA;G4761.03;SIERRA;PICHINCHA;MEDIANA;SOCIETARIO;29;491953,84;90078,33;1356792,54;-2316,8
27297;RESPONSABILIDAD LIMITADA;G4772.03;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;4;490174,39;282263,34;484537,18;8835,5
132572;RESPONSABILIDAD LIMITADA;G4772.02;COSTA;GUAYAS;MEDIANA;SOCIETARIO;4;489186,35;22970,29;1080421,37;4257,35
9664;ANÓNIMA;G4610.01;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;5;485149,5;277738,68;316375,19;9203,06
125916;ANÓNIMA;G4669.12;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;4;484418,46;8253,66;903795,73;5705,49
63520;ANÓNIMA;G4659.94;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;467860,08;1000;0;0
160637;RESPONSABILIDAD LIMITADA;G4649.93;SIERRA;PICHINCHA;PEQUEÑA;SOCIETARIO;36;461276,78;155938,22;394226,79;110771,83
123414;ANÓNIMA;G4663.11;COSTA;GUAYAS;MEDIANA;SOCIETARIO;12;446341,18;180765,76;2201765,05;-44662,38
165034;ANÓNIMA;G4630.12;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;10;446026,87;32590,36;722693,56;1318,4
149470;ANÓNIMA;G4799.02;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;10;445727,16;367596,73;782701,34;66101,34
118807;ANÓNIMA;G4690.00;COSTA;GUAYAS;MEDIANA;SOCIETARIO;9;445319,17;149194,87;1586343,59;35645,27
138647;ANÓNIMA;G4610.04;GALAPAGOS;GALAPAGOS;MICROEMPRESA;SOCIETARIO;6;445091,05;9910,18;0;0
300110;ANÓNIMA;G4752.01;COSTA;GUAYAS;MEDIANA;SOCIETARIO;8;442341,89;160053,13;1132237,75;78692,21
160217;ANÓNIMA;G4659.22;SIERRA;PICHINCHA;PEQUEÑA;SOCIETARIO;4;432228,22;11616,66;382245,72;8893,91
114502;ANÓNIMA;G4649.97;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;30;430931,6;385193,49;641409,78;37823,28
716346;RESPONSABILIDAD LIMITADA;G4610.07;SIERRA;PICHINCHA;MEDIANA;SOCIETARIO;9;427643,71;28084,62;2226727,74;27684,62
83483;ANÓNIMA;G4759.05;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;4;424293,06;272774,49;2920,03;125
61143;ANÓNIMA;G4659.93;SIERRA;PICHINCHA;PEQUEÑA;SOCIETARIO;8;424076,29;204710,63;915937,39;52351,56
153437;RESPONSABILIDAD LIMITADA;G4659.94;SIERRA;PICHINCHA;PEQUEÑA;SOCIETARIO;11;413596,85;177293,75;515602,34;33030,48
7515;ANÓNIMA;G4690.00;SIERRA;PICHINCHA;MICROEMPRESA;SOCIETARIO;4;395391,63;96424,22;0;0
304553;ANÓNIMA;G4773.99;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;6;387089,28;20793,07;296278,62;10877,86
87897;ANÓNIMA;G4690.00;SIERRA;PICHINCHA;PEQUEÑA;SOCIETARIO;22;378712,42;123542,64;479437,74;12548,02
180953;ANÓNIMA;G4630.95;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;4;377430,82;36062,66;368752,22;5454,27
152123;ANÓNIMA;G4530.00;SIERRA;PICHINCHA;PEQUEÑA;SOCIETARIO;12;374776,8;39309,46;681421,94;10870,48
104235;ANÓNIMA;G4759.05;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;363637,66;363313,74;19501,85;-8515,39
8097;ANÓNIMA;G4520.01;SIERRA;PICHINCHA;MICROEMPRESA;SOCIETARIO;5;354674,3;279182,77;66000;6068,59
84076;ANÓNIMA;G4610.09;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;351500;2500;0;-18500
712779;ANÓNIMA;G4540.02;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;3;346227,53;12138,52;156797,66;11291,93
139279;RESPONSABILIDAD LIMITADA;G4659.99;SIERRA;PICHINCHA;PEQUEÑA;SOCIETARIO;17;329587,43;7636,81;521640,92;2097,5
161794;RESPONSABILIDAD LIMITADA;G4649.24;SIERRA;PICHINCHA;PEQUEÑA;SOCIETARIO;6;329331,72;29705,61;393665,24;2029,7
109621;ANÓNIMA;G4630.11;COSTA;GUAYAS;MEDIANA;SOCIETARIO;10;313651,82;87537;3409182,1;61690,08
150506;ANÓNIMA;G4659.22;SIERRA;PICHINCHA;MICROEMPRESA;SOCIETARIO;3;308439,72;252307,37;42014;261,02
122096;ANÓNIMA;G4741.11;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;6;300000;255352,5;0;-44647,5
61134;ANÓNIMA;G4669.11;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;9;283005,09;73674,27;391687,05;31911,58
104109;ANÓNIMA;G4711.01;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;23;279703,31;106748,98;717734,71;2054,68
111708;ANÓNIMA;G4661.02;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;4;274492,19;16032,59;644385,06;15232,59
142900;ANÓNIMA;G4663.13;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;5;268158,38;35908,15;922767,89;18389,21
42326;ANÓNIMA;G4752.05;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;4;260103,03;179257,25;252776,13;-39196,95
118922;ANÓNIMA;G4651.01;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;21;256279,16;145770,74;322766,22;12420,24
176183;RESPONSABILIDAD LIMITADA;G4649.21;SIERRA;PICHINCHA;PEQUEÑA;SOCIETARIO;5;254489,24;47851,75;376158,85;-9260,35
93174;RESPONSABILIDAD LIMITADA;G4741.11;SIERRA;PICHINCHA;PEQUEÑA;SOCIETARIO;4;252155,48;132815,69;113152,3;-2147,99
125579;ANÓNIMA;G4649.97;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;3;249732,23;30209,97;99810,25;670,46
138935;ANÓNIMA;G4659.99;SIERRA;PICHINCHA;PEQUEÑA;SOCIETARIO;4;248846,72;169227,87;593074,83;12741,25
43005;ANÓNIMA;G4630.99;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;3;247559,02;244464,62;90000;5796,37
174714;ANÓNIMA;G4651.01;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;2;239403,72;800;0;0
72614;ANÓNIMA;G4630.31;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;238308,1;233009,18;0;0
37646;RESPONSABILIDAD LIMITADA;G4649.93;SIERRA;BOLIVAR;PEQUEÑA;SOCIETARIO;11;238304,61;137329,92;307937,17;24185,73
172323;RESPONSABILIDAD LIMITADA;G4690.00;SIERRA;PICHINCHA;PEQUEÑA;SOCIETARIO;4;234890,12;77330,43;367643,98;16894,86
68989;ANÓNIMA;G4659.95;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;7;231251,05;173514,51;396041,84;28850,35
12348;RESPONSABILIDAD LIMITADA;G4652.02;SIERRA;PICHINCHA;PEQUEÑA;SOCIETARIO;4;229828,9;168923,12;17034,32;-35014,82
64050;ANÓNIMA;G4653.01;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;5;229401,44;19968,17;178195,79;1968,49
134540;ANÓNIMA;G4649.11;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;3;226153,7;48875,36;34938,48;11309,78
135697;ANÓNIMA;G4663.21;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;6;225320,94;73319,94;397619,3;20411,4
126381;ANÓNIMA;G4690.00;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;219712,63;52,24;0;0
123858;ANÓNIMA;G4669.11;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;3;217939,92;23974,59;264154,16;16127,41
713945;ANÓNIMA;G4620.11;SIERRA;PICHINCHA;PEQUEÑA;SOCIETARIO;7;216901,09;4727,32;126237,51;-76152,26
117476;ANÓNIMA;G4610.01;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;211956,6;-53250,81;33001,65;-4758,8
75832;ANÓNIMA;G4772.01;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;12;210231,49;112369,61;637863,9;18198,48
176470;ANÓNIMA;G4651.01;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;6;199243,45;73282,5;374397,44;21873,72
110204;ANÓNIMA;G4690.00;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;3;198656,67;48393,73;259362,5;24608,27
141094;ANÓNIMA;G4719.00;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;9;196224,5;156540,28;105457,02;663,05
177708;ANÓNIMA;G4651.02;SIERRA;PICHINCHA;MICROEMPRESA;SOCIETARIO;6;196115,89;-10132,26;0;-22511,53
75646;ANÓNIMA;G4649.99;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;6;195564,88;195564,88;0;0
26649;RESPONSABILIDAD LIMITADA;G4719.00;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;193935,8;3709;0;0
143136;ANÓNIMA;G4661.03;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;190421,55;800;0;0
11318;ANÓNIMA;G4649.93;SIERRA;PICHINCHA;MICROEMPRESA;SOCIETARIO;3;186285,15;27005,39;25230;793,04
119206;ANÓNIMA;G4669.12;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;15;186253,84;143146,09;789661,25;14613,79
76866;ANÓNIMA;G4651.02;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;3;183762,57;69959,77;338461,19;1379,6
157196;RESPONSABILIDAD LIMITADA;G4741.11;SIERRA;PICHINCHA;PEQUEÑA;SOCIETARIO;10;181273,81;63492,91;375813,66;4437,67
132918;ANÓNIMA;G4510.01;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;7;179895,72;179895,72;0;0
301577;ANÓNIMA;G4669.12;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;3;178803,84;33052,03;245002,58;3345,04
717738;ANÓNIMA;G4610.05;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;3;177193,06;-97,96;36633,49;-897,96
119922;ANÓNIMA;G4799.02;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;175153,92;12893,1;73648,45;3287,37
59235;ANÓNIMA;G4649.22;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;12;174154,02;170311,64;63600;1077,04
129027;ANÓNIMA;G4649.22;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;6;173077,48;169648,82;60000;1441,09
20216;RESPONSABILIDAD LIMITADA;G4641.11;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;2;163997,32;132061,32;0;-383,35
601;ANÓNIMA;G4663.13;SIERRA;PICHINCHA;MICROEMPRESA;SOCIETARIO;9;156670,08;57624,59;71674,86;2251,9
125145;ANÓNIMA;G4641.21;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;6;154950,25;77166,37;151579,7;6936,75
303960;ANÓNIMA;G4652.02;COSTA;MANABI;PEQUEÑA;SOCIETARIO;6;152513,25;21338,09;415101,19;11128,63
130564;ANÓNIMA;G4690.00;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;9;150520,88;89404,89;310084,12;-131,19
704264;ANÓNIMA;G4530.00;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;4;148253,56;125925,9;376701,63;2790,89
302216;ANÓNIMA;G4641.13;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;4;145823,54;124296,28;290696,39;47542,98
118921;ANÓNIMA;G4649.11;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;4;144202,96;71442,48;217083,35;12355,81
84809;ANÓNIMA;G4663.21;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;3;143876,39;9432,71;183856,87;8510,44
127658;ANÓNIMA;G4649.93;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;6;142672,46;94706,17;15;7,69
706093;RESPONSABILIDAD LIMITADA;G4772.01;SIERRA;CAÑAR;PEQUEÑA;SOCIETARIO;6;139629,71;80155,24;339697,91;23346
76306;ANÓNIMA;G4651.01;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;4;138858,37;93981,55;904585,1;7163,28
182734;ANÓNIMA;G4651.01;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;138377,61;-97037,19;0;-2345
166940;ANÓNIMA;G4649.24;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;7;126290,62;15678,93;0;0
80086;ANÓNIMA;G4690.00;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;126182,28;120139,91;91872;7659,26
131053;ANÓNIMA;G4649.11;COSTA;GUAYAS;MEDIANA;SOCIETARIO;12;125511,91;55675,91;691759,62;35563,52
166772;RESPONSABILIDAD LIMITADA;G4610.09;SIERRA;PICHINCHA;PEQUEÑA;SOCIETARIO;14;122188,76;50772,12;109999,25;2694,51
710458;ANÓNIMA;G4641.22;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;6;121807,93;18054,41;159767,15;707,82
133912;ANÓNIMA;G4659.94;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;4;121662,75;118537,39;156800;12316,25
113908;ANÓNIMA;G4669.11;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;121224,54;13435,6;31391,18;0
153438;RESPONSABILIDAD LIMITADA;G4649.24;SIERRA;PICHINCHA;PEQUEÑA;SOCIETARIO;3;120453,43;78239,14;233600,38;11173,31
146783;ANÓNIMA;G4649.95;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;16;120451,21;23556,65;384371,09;-15304,03
171504;RESPONSABILIDAD LIMITADA;G4659.93;SIERRA;PICHINCHA;PEQUEÑA;SOCIETARIO;3;118918,58;23921,72;233287,48;5572,04
112303;ANÓNIMA;G4530.00;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;5;118706,96;118305,79;17483,1;488,84
716636;ANÓNIMA;G4663.15;SIERRA;PICHINCHA;PEQUEÑA;SOCIETARIO;3;116636,88;53707,67;109834,83;12336,9
100224;ANÓNIMA;G4663.13;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;7;116451,4;24119,04;374745,57;8667,67
55376;ANÓNIMA;G4530.00;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;113800;3800;0;0
138885;ANÓNIMA;G4641.21;SIERRA;SANTO DOMINGO;PEQUEÑA;SOCIETARIO;8;112161,66;-6372,93;138818,55;-7172,93
73644;ANÓNIMA;G4759.01;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;4;111280,33;34639,55;96728,26;-10444,91
150732;RESPONSABILIDAD LIMITADA;G4741.11;SIERRA;PICHINCHA;PEQUEÑA;SOCIETARIO;5;111235,48;13369,14;159477,23;12307,2
310840;ANÓNIMA;G4764.00;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;6;109219,08;-2413,52;139848,38;-3213,52
150055;RESPONSABILIDAD LIMITADA;G4649.14;SIERRA;PICHINCHA;PEQUEÑA;SOCIETARIO;6;108999,3;32701,83;1711,29;-30512,17
78310;ANÓNIMA;G4651.01;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;4;108303,64;49681,52;173746,33;1316,7
61754;ANÓNIMA;G4659.11;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;6;106597,34;33561,63;272383,54;12523,83
149322;ANÓNIMA;G4630.33;COSTA;MANABI;MICROEMPRESA;SOCIETARIO;3;106316,74;106316,74;0;0
123598;ANÓNIMA;G4663.11;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;6;105658,73;59948,51;194550;25485,71
112493;ANÓNIMA;G4741.11;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;3;102499,93;3657,61;0;0
108435;RESPONSABILIDAD LIMITADA;G4771.21;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;8;99365,88;95810,88;4800;1475,94
23473;RESPONSABILIDAD LIMITADA;G4759.03;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;3;96884,15;87795,66;0;-9088,49
35429;RESPONSABILIDAD LIMITADA;G4752.01;COSTA;MANABI;MICROEMPRESA;SOCIETARIO;4;96227,75;-903,13;0;0
175437;ANÓNIMA;G4630.11;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;92589,43;1045,58;0;0
716981;RESPONSABILIDAD LIMITADA;G4649.93;COSTA;MANABI;MICROEMPRESA;SOCIETARIO;4;90756,79;15413,7;91893,57;-7824,32
97557;RESPONSABILIDAD LIMITADA;G4653.01;COSTA;EL ORO;MICROEMPRESA;SOCIETARIO;6;89621,92;22143,73;0;0
181623;ANÓNIMA;G4651.01;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;6;88083,36;86824,36;100575,43;450,65
300222;ANÓNIMA;G4659.99;COSTA;GUAYAS;MEDIANA;SOCIETARIO;3;85057,92;83595,39;1006451,86;74731,26
116675;ANÓNIMA;G4799.02;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;2;83462,59;64972,14;0;760,76
141400;ANÓNIMA;G4669.12;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;5;81060;800;0;0
64885;ANÓNIMA;G4690.00;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;4;79066,65;24157,74;351814,11;-4335,28
27147;RESPONSABILIDAD LIMITADA;G4610.04;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;5;79012,43;48817,35;26887,3;-2090,29
133173;ANÓNIMA;G4641.21;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;79010,93;6927,07;0;0
142278;ANÓNIMA;G4610.02;SIERRA;PICHINCHA;MICROEMPRESA;SOCIETARIO;4;76892,97;74343,9;94145,97;3636,1
39964;ANÓNIMA;G4530.00;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;3;76709,62;67918,84;280016,42;6337,97
129993;ANÓNIMA;G4659.93;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;4;75914,6;43535,59;267058,33;3238,86
96950;RESPONSABILIDAD LIMITADA;G4663.13;SIERRA;TUNGURAHUA;PEQUEÑA;SOCIETARIO;12;74370;12370;320271,67;1292,69
60350;RESPONSABILIDAD LIMITADA;G4610.03;SIERRA;PICHINCHA;PEQUEÑA;SOCIETARIO;7;73897,54;12746,35;140332,91;3451,12
177331;RESPONSABILIDAD LIMITADA;G4651.01;SIERRA;PICHINCHA;PEQUEÑA;SOCIETARIO;5;73520,6;39031,64;141633,5;2473,36
29361;RESPONSABILIDAD LIMITADA;G4659.94;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;4;70655,49;59328,89;183277,51;5600,7
700031;ANÓNIMA;G4659.93;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;7;69170,77;21890,09;317163,51;7693,02
32259;RESPONSABILIDAD LIMITADA;G4649.11;SIERRA;AZUAY;MICROEMPRESA;SOCIETARIO;3;68382,82;40759,21;67200;21303,1
183078;ANÓNIMA;G4649.93;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;6;68324,72;55784,52;219557,4;0
311268;ANÓNIMA;G4711.01;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;67581,46;1920,68;6835;1120,68
124787;ANÓNIMA;G4649.11;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;67045,45;3664;0;0
28583;RESPONSABILIDAD LIMITADA;G4659.95;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;4;66927,25;55686,42;152137,84;7332,74
143425;ANÓNIMA;G4773.12;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;66200;-6711,36;0;0
160404;RESPONSABILIDAD LIMITADA;G4752.01;SIERRA;PICHINCHA;PEQUEÑA;SOCIETARIO;1;65864,37;15991,03;199033,78;3230,48
144559;ANÓNIMA;G4649.22;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;3;65853,44;63102,73;17600;1105,38
116690;ANÓNIMA;G4690.00;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;4;62785,05;31004,94;403421,02;709,57
27992;ANÓNIMA;G4649.22;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;5;62358,19;53476,27;91616,36;5101,17
38763;ANÓNIMA;G4510.01;COSTA;EL ORO;MICROEMPRESA;SOCIETARIO;4;61065,16;25669,14;0;0
136584;ANÓNIMA;G4649.22;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;60760,38;60600,63;0;-2905,04
177900;ANÓNIMA;G4641.21;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;5;60302,98;4803,82;91827,74;2548,55
